file,FFT_1
date,2020-Jun-23 17:02:11.404002
desc,
note,
ch_name,Ch4
ch_type,Auto Spectrum
x_unit,Hz
y_unit,g^2
window,Hann,1.000000e+000
weighting,None
detection,rms
overall,2.759439e-001 rms
ref_ch_name,
ref_ch_id,
ref_y_unit,
db_ref,1.000000e+000
slice,Off,0.000000e+000,
rpm,0.000000e+000
time,2020-Jun-23 17:03:11.804002
data
x,y,y(dB)
0.000000e+000,6.930526e-004,-6.318468e+001
1.250000e+000,6.923708e-004,-6.319323e+001
2.500000e+000,5.182279e-009,-1.657096e+002
3.750000e+000,1.703124e-008,-1.553751e+002
5.000000e+000,1.164339e-008,-1.586784e+002
6.250000e+000,6.849348e-009,-1.632870e+002
7.500000e+000,1.310183e-007,-1.376534e+002
8.750000e+000,5.147536e-006,-1.057680e+002
1.000000e+001,2.451614e-005,-9.221096e+001
1.125000e+001,2.148008e-005,-9.335928e+001
1.250000e+001,6.074158e-006,-1.043303e+002
1.375000e+001,6.785131e-007,-1.233688e+002
1.500000e+001,9.034318e-007,-1.208821e+002
1.625000e+001,3.027633e-006,-1.103779e+002
1.750000e+001,2.888701e-006,-1.107859e+002
1.875000e+001,6.346325e-006,-1.039496e+002
2.000000e+001,6.780234e-007,-1.233751e+002
2.125000e+001,2.982264e-006,-1.105091e+002
2.250000e+001,2.109797e-006,-1.135152e+002
2.375000e+001,1.472253e-006,-1.166403e+002
2.500000e+001,1.088431e-006,-1.192640e+002
2.625000e+001,4.780185e-006,-1.064111e+002
2.750000e+001,2.513474e-006,-1.119945e+002
2.875000e+001,6.005979e-005,-8.442832e+001
3.000000e+001,8.665985e-005,-8.124364e+001
3.125000e+001,6.564000e-006,-1.036566e+002
3.250000e+001,9.312247e-007,-1.206189e+002
3.375000e+001,6.081520e-006,-1.043198e+002
3.500000e+001,9.557292e-006,-1.003933e+002
3.625000e+001,1.477889e-006,-1.166072e+002
3.750000e+001,1.303882e-006,-1.176952e+002
3.875000e+001,2.123889e-007,-1.334574e+002
4.000000e+001,2.367988e-006,-1.125124e+002
4.125000e+001,9.588528e-008,-1.403650e+002
4.250000e+001,3.966391e-006,-1.080321e+002
4.375000e+001,6.642117e-006,-1.035539e+002
4.500000e+001,5.854249e-006,-1.046506e+002
4.625000e+001,4.956433e-006,-1.060966e+002
4.750000e+001,3.455954e-006,-1.092286e+002
4.875000e+001,1.608600e-007,-1.358710e+002
5.000000e+001,3.718931e-006,-1.085916e+002
5.125000e+001,2.653132e-006,-1.115248e+002
5.250000e+001,8.503574e-007,-1.214080e+002
5.375000e+001,9.523106e-007,-1.204244e+002
5.500000e+001,2.886958e-007,-1.307912e+002
5.625000e+001,1.302050e-006,-1.177074e+002
5.750000e+001,1.519913e-006,-1.163636e+002
5.875000e+001,6.470223e-006,-1.037816e+002
6.000000e+001,4.802320e-006,-1.063710e+002
6.125000e+001,9.647628e-007,-1.203116e+002
6.250000e+001,1.162440e-006,-1.186926e+002
6.375000e+001,1.515895e-006,-1.163866e+002
6.500000e+001,1.408389e-006,-1.170255e+002
6.625000e+001,1.020137e-007,-1.398268e+002
6.750000e+001,3.782980e-008,-1.484433e+002
6.875000e+001,1.170809e-007,-1.386303e+002
7.000000e+001,7.587272e-008,-1.423983e+002
7.125000e+001,2.618369e-008,-1.516394e+002
7.250000e+001,1.033548e-008,-1.597134e+002
7.375000e+001,4.792642e-008,-1.463885e+002
7.500000e+001,4.878412e-007,-1.262344e+002
7.625000e+001,4.152875e-007,-1.276330e+002
7.750000e+001,7.830605e-008,-1.421241e+002
7.875000e+001,2.079988e-007,-1.336388e+002
8.000000e+001,2.256445e-008,-1.529315e+002
8.125000e+001,3.496448e-008,-1.491275e+002
8.250000e+001,9.254995e-008,-1.406725e+002
8.375000e+001,1.019574e-007,-1.398316e+002
8.500000e+001,1.251779e-008,-1.580494e+002
8.625000e+001,3.613653e-008,-1.488411e+002
8.750000e+001,1.116494e-008,-1.590429e+002
8.875000e+001,7.192424e-008,-1.428625e+002
9.000000e+001,2.229733e-007,-1.330349e+002
9.125000e+001,5.600363e-008,-1.450357e+002
9.250000e+001,1.526460e-007,-1.363263e+002
9.375000e+001,9.407092e-007,-1.205309e+002
9.500000e+001,5.937359e-007,-1.245281e+002
9.625000e+001,5.720358e-008,-1.448515e+002
9.750000e+001,7.254911e-007,-1.227874e+002
9.875000e+001,4.871543e-007,-1.262467e+002
1.000000e+002,2.698310e-007,-1.313782e+002
1.012500e+002,2.417371e-007,-1.323331e+002
1.025000e+002,3.280612e-009,-1.696809e+002
1.037500e+002,1.446118e-007,-1.367959e+002
1.050000e+002,1.527399e-008,-1.563209e+002
1.062500e+002,1.388844e-005,-9.714693e+001
1.075000e+002,3.196191e-005,-8.990735e+001
1.087500e+002,3.631284e-006,-1.087988e+002
1.100000e+002,3.002255e-007,-1.304510e+002
1.112500e+002,5.039868e-009,-1.659516e+002
1.125000e+002,2.021833e-008,-1.538851e+002
1.137500e+002,9.258810e-008,-1.406689e+002
1.150000e+002,1.383986e-007,-1.371774e+002
1.162500e+002,5.296937e-007,-1.255195e+002
1.175000e+002,5.489906e-007,-1.252087e+002
1.187500e+002,3.170671e-007,-1.299770e+002
1.200000e+002,4.566299e-007,-1.268087e+002
1.212500e+002,4.244603e-008,-1.474433e+002
1.225000e+002,6.301159e-007,-1.240116e+002
1.237500e+002,6.122203e-007,-1.242618e+002
1.250000e+002,7.591269e-007,-1.223937e+002
1.262500e+002,9.866549e-007,-1.201167e+002
1.275000e+002,2.910365e-007,-1.307210e+002
1.287500e+002,3.090488e-008,-1.501995e+002
1.300000e+002,2.736671e-008,-1.512555e+002
1.312500e+002,8.940835e-009,-1.609724e+002
1.325000e+002,4.394824e-009,-1.671412e+002
1.337500e+002,5.911021e-008,-1.445667e+002
1.350000e+002,8.528556e-008,-1.413825e+002
1.362500e+002,5.643017e-008,-1.449698e+002
1.375000e+002,1.204289e-007,-1.383854e+002
1.387500e+002,9.954076e-008,-1.400400e+002
1.400000e+002,1.575601e-006,-1.160511e+002
1.412500e+002,6.094432e-006,-1.043013e+002
1.425000e+002,2.537799e-006,-1.119109e+002
1.437500e+002,2.011853e-007,-1.339281e+002
1.450000e+002,1.574296e-007,-1.360583e+002
1.462500e+002,2.637422e-007,-1.315764e+002
1.475000e+002,3.363079e-008,-1.494653e+002
1.487500e+002,1.792014e-007,-1.349332e+002
1.500000e+002,7.574833e-007,-1.224125e+002
1.512500e+002,5.892316e-007,-1.245943e+002
1.525000e+002,5.238120e-007,-1.256165e+002
1.537500e+002,3.481804e-007,-1.291639e+002
1.550000e+002,2.381784e-008,-1.524620e+002
1.562500e+002,3.567072e-006,-1.089538e+002
1.575000e+002,7.198343e-006,-1.028553e+002
1.587500e+002,2.121194e-006,-1.134684e+002
1.600000e+002,3.652680e-006,-1.087478e+002
1.612500e+002,1.435723e-005,-9.685859e+001
1.625000e+002,6.786951e-006,-1.033665e+002
1.637500e+002,4.826045e-007,-1.263282e+002
1.650000e+002,2.239444e-007,-1.329972e+002
1.662500e+002,6.893020e-007,-1.232318e+002
1.675000e+002,1.541296e-006,-1.162423e+002
1.687500e+002,3.306850e-006,-1.096117e+002
1.700000e+002,6.648852e-007,-1.235451e+002
1.712500e+002,1.120400e-006,-1.190125e+002
1.725000e+002,1.069212e-005,-9.941872e+001
1.737500e+002,5.769888e-006,-1.047767e+002
1.750000e+002,5.074431e-007,-1.258923e+002
1.762500e+002,2.593673e-006,-1.117217e+002
1.775000e+002,9.769981e-008,-1.402021e+002
1.787500e+002,3.239523e-007,-1.297904e+002
1.800000e+002,3.373237e-007,-1.294391e+002
1.812500e+002,7.497045e-007,-1.225022e+002
1.825000e+002,8.351981e-007,-1.215642e+002
1.837500e+002,3.508620e-007,-1.290973e+002
1.850000e+002,5.165451e-007,-1.257378e+002
1.862500e+002,3.033266e-007,-1.303618e+002
1.875000e+002,1.216290e-005,-9.829925e+001
1.887500e+002,2.912373e-005,-9.071506e+001
1.900000e+002,1.224473e-005,-9.824102e+001
1.912500e+002,5.840844e-006,-1.046705e+002
1.925000e+002,1.608921e-007,-1.358693e+002
1.937500e+002,1.084157e-005,-9.929816e+001
1.950000e+002,1.100014e-004,-7.917204e+001
1.962500e+002,7.426489e-005,-8.258433e+001
1.975000e+002,1.497308e-006,-1.164938e+002
1.987500e+002,3.177611e-008,-1.499580e+002
2.000000e+002,1.851835e-007,-1.346480e+002
2.012500e+002,1.369587e-006,-1.172682e+002
2.025000e+002,1.074203e-006,-1.193783e+002
2.037500e+002,8.895862e-006,-1.010162e+002
2.050000e+002,1.794002e-005,-9.492354e+001
2.062500e+002,4.672719e-006,-1.066086e+002
2.075000e+002,6.606119e-007,-1.236011e+002
2.087500e+002,7.322512e-007,-1.227068e+002
2.100000e+002,2.098842e-006,-1.135604e+002
2.112500e+002,6.508199e-007,-1.237308e+002
2.125000e+002,1.298160e-006,-1.177334e+002
2.137500e+002,9.526307e-006,-1.004215e+002
2.150000e+002,1.122024e-005,-9.899995e+001
2.162500e+002,1.937152e-006,-1.142567e+002
2.175000e+002,2.611751e-007,-1.316614e+002
2.187500e+002,3.969296e-006,-1.080257e+002
2.200000e+002,1.234720e-005,-9.816863e+001
2.212500e+002,7.720314e-006,-1.022473e+002
2.225000e+002,2.267645e-006,-1.128885e+002
2.237500e+002,3.051051e-005,-9.031101e+001
2.250000e+002,3.443258e-005,-8.926061e+001
2.262500e+002,1.018094e-006,-1.198442e+002
2.275000e+002,2.654788e-007,-1.315194e+002
2.287500e+002,3.432048e-007,-1.292889e+002
2.300000e+002,7.893277e-007,-1.220549e+002
2.312500e+002,3.881021e-006,-1.082211e+002
2.325000e+002,1.323983e-005,-9.756235e+001
2.337500e+002,4.309925e-005,-8.731061e+001
2.350000e+002,5.228976e-005,-8.563167e+001
2.362500e+002,2.591387e-005,-9.172936e+001
2.375000e+002,1.264927e-005,-9.795869e+001
2.387500e+002,1.021415e-005,-9.981596e+001
2.400000e+002,1.646225e-006,-1.156702e+002
2.412500e+002,8.128104e-008,-1.418002e+002
2.425000e+002,8.563073e-006,-1.013474e+002
2.437500e+002,3.676570e-005,-8.869114e+001
2.450000e+002,1.298226e-005,-9.773299e+001
2.462500e+002,4.747344e-006,-1.064710e+002
2.475000e+002,9.000691e-006,-1.009145e+002
2.487500e+002,5.800008e-006,-1.047314e+002
2.500000e+002,6.903418e-006,-1.032187e+002
2.512500e+002,5.413432e-010,-1.853305e+002
2.525000e+002,1.489913e-005,-9.653678e+001
2.537500e+002,6.910481e-006,-1.032098e+002
2.550000e+002,1.910624e-006,-1.143765e+002
2.562500e+002,5.820458e-006,-1.047009e+002
2.575000e+002,1.778559e-006,-1.149986e+002
2.587500e+002,1.589625e-006,-1.159741e+002
2.600000e+002,4.472223e-006,-1.069895e+002
2.612500e+002,6.332586e-006,-1.039684e+002
2.625000e+002,2.701202e-006,-1.113689e+002
2.637500e+002,2.225248e-006,-1.130524e+002
2.650000e+002,9.971586e-007,-1.200247e+002
2.662500e+002,1.001774e-005,-9.998461e+001
2.675000e+002,2.352234e-005,-9.257039e+001
2.687500e+002,1.275870e-005,-9.788387e+001
2.700000e+002,7.611200e-008,-1.423709e+002
2.712500e+002,4.860959e-006,-1.062656e+002
2.725000e+002,6.162107e-006,-1.042054e+002
2.737500e+002,1.869072e-006,-1.145675e+002
2.750000e+002,1.583033e-006,-1.160102e+002
2.762500e+002,4.573618e-006,-1.067948e+002
2.775000e+002,1.409696e-006,-1.170175e+002
2.787500e+002,1.454064e-005,-9.674833e+001
2.800000e+002,2.295923e-006,-1.127809e+002
2.812500e+002,2.024107e-007,-1.338753e+002
2.825000e+002,5.775404e-006,-1.047684e+002
2.837500e+002,4.154024e-006,-1.076306e+002
2.850000e+002,1.210958e-007,-1.383374e+002
2.862500e+002,3.945285e-006,-1.080784e+002
2.875000e+002,3.989842e-006,-1.079809e+002
2.887500e+002,7.254822e-007,-1.227875e+002
2.900000e+002,3.810836e-006,-1.083796e+002
2.912500e+002,6.303591e-006,-1.040082e+002
2.925000e+002,7.417876e-006,-1.025944e+002
2.937500e+002,5.517164e-006,-1.051657e+002
2.950000e+002,1.504117e-006,-1.164544e+002
2.962500e+002,2.256284e-006,-1.129321e+002
2.975000e+002,6.533306e-005,-8.369734e+001
2.987500e+002,7.967668e-005,-8.197338e+001
3.000000e+002,1.732235e-006,-1.152279e+002
3.012500e+002,7.611250e-005,-8.237088e+001
3.025000e+002,1.277056e-004,-7.787580e+001
3.037500e+002,2.549316e-005,-9.187153e+001
3.050000e+002,1.085417e-007,-1.392881e+002
3.062500e+002,1.243763e-005,-9.810524e+001
3.075000e+002,3.653409e-005,-8.874603e+001
3.087500e+002,8.243864e-005,-8.167738e+001
3.100000e+002,7.780047e-005,-8.218036e+001
3.112500e+002,2.196787e-004,-7.316424e+001
3.125000e+002,2.669992e-004,-7.146980e+001
3.137500e+002,1.664161e-005,-9.557609e+001
3.150000e+002,2.226116e-005,-9.304904e+001
3.162500e+002,4.401857e-005,-8.712728e+001
3.175000e+002,3.557278e-005,-8.897764e+001
3.187500e+002,9.645682e-006,-1.003133e+002
3.200000e+002,5.977721e-005,-8.446929e+001
3.212500e+002,8.270446e-004,-6.164942e+001
3.225000e+002,6.414207e-004,-6.385714e+001
3.237500e+002,3.133689e-005,-9.007888e+001
3.250000e+002,2.732877e-006,-1.112676e+002
3.262500e+002,2.415489e-005,-9.233990e+001
3.275000e+002,2.087829e-004,-7.360610e+001
3.287500e+002,1.871883e-004,-7.455442e+001
3.300000e+002,1.402467e-005,-9.706214e+001
3.312500e+002,2.600550e-006,-1.116987e+002
3.325000e+002,5.853646e-006,-1.046515e+002
3.337500e+002,9.968771e-007,-1.200272e+002
3.350000e+002,1.110610e-006,-1.190888e+002
3.362500e+002,2.147792e-007,-1.333602e+002
3.375000e+002,4.365807e-007,-1.271987e+002
3.387500e+002,7.036853e-007,-1.230524e+002
3.400000e+002,8.382361e-006,-1.015327e+002
3.412500e+002,2.122036e-005,-9.346494e+001
3.425000e+002,9.315416e-006,-1.006160e+002
3.437500e+002,3.141835e-006,-1.100563e+002
3.450000e+002,6.399829e-006,-1.038766e+002
3.462500e+002,1.206751e-005,-9.836765e+001
3.475000e+002,8.632743e-006,-1.012770e+002
3.487500e+002,5.076468e-006,-1.058888e+002
3.500000e+002,2.659934e-006,-1.115026e+002
3.512500e+002,4.179051e-005,-8.757845e+001
3.525000e+002,1.776174e-005,-9.501029e+001
3.537500e+002,4.060085e-006,-1.078293e+002
3.550000e+002,6.213778e-006,-1.041329e+002
3.562500e+002,9.453875e-006,-1.004878e+002
3.575000e+002,7.059031e-005,-8.302510e+001
3.587500e+002,8.291346e-005,-8.162750e+001
3.600000e+002,1.793609e-005,-9.492545e+001
3.612500e+002,5.550571e-005,-8.511325e+001
3.625000e+002,2.180081e-006,-1.132305e+002
3.637500e+002,1.492657e-006,-1.165208e+002
3.650000e+002,6.959152e-006,-1.031489e+002
3.662500e+002,3.082729e-006,-1.102213e+002
3.675000e+002,4.878082e-006,-1.062350e+002
3.687500e+002,1.036604e-005,-9.968774e+001
3.700000e+002,1.386267e-006,-1.171631e+002
3.712500e+002,1.026963e-005,-9.976890e+001
3.725000e+002,8.424331e-006,-1.014893e+002
3.737500e+002,1.435054e-005,-9.686264e+001
3.750000e+002,3.093666e-005,-9.019053e+001
3.762500e+002,2.703210e-005,-9.136240e+001
3.775000e+002,2.011503e-006,-1.139296e+002
3.787500e+002,2.803490e-006,-1.110460e+002
3.800000e+002,1.469004e-005,-9.665954e+001
3.812500e+002,4.786688e-006,-1.063993e+002
3.825000e+002,1.143048e-005,-9.883871e+001
3.837500e+002,1.165672e-006,-1.186685e+002
3.850000e+002,3.362287e-005,-8.946730e+001
3.862500e+002,1.471430e-004,-7.664521e+001
3.875000e+002,1.673855e-004,-7.552564e+001
3.887500e+002,1.824834e-005,-9.477553e+001
3.900000e+002,4.732473e-004,-6.649824e+001
3.912500e+002,8.741191e-004,-6.116859e+001
3.925000e+002,7.460837e-005,-8.254425e+001
3.937500e+002,1.514452e-005,-9.639489e+001
3.950000e+002,4.632707e-006,-1.066833e+002
3.962500e+002,3.270460e-006,-1.097078e+002
3.975000e+002,1.522791e-005,-9.634719e+001
3.987500e+002,2.986455e-005,-9.049688e+001
4.000000e+002,4.650377e-005,-8.665024e+001
4.012500e+002,2.070199e-006,-1.136798e+002
4.025000e+002,2.942194e-006,-1.106266e+002
4.037500e+002,3.863835e-008,-1.482596e+002
4.050000e+002,8.490531e-006,-1.014213e+002
4.062500e+002,1.746669e-005,-9.515579e+001
4.075000e+002,2.528522e-005,-9.194266e+001
4.087500e+002,6.863007e-006,-1.032697e+002
4.100000e+002,1.898414e-005,-9.443218e+001
4.112500e+002,1.151480e-005,-9.877487e+001
4.125000e+002,2.206712e-005,-9.312509e+001
4.137500e+002,2.077489e-005,-9.364923e+001
4.150000e+002,6.712126e-005,-8.346280e+001
4.162500e+002,2.840758e-005,-9.093132e+001
4.175000e+002,1.092390e-005,-9.923244e+001
4.187500e+002,6.663895e-005,-8.352544e+001
4.200000e+002,4.135924e-005,-8.766855e+001
4.212500e+002,8.999960e-006,-1.009152e+002
4.225000e+002,5.094719e-007,-1.258576e+002
4.237500e+002,4.433635e-005,-8.706480e+001
4.250000e+002,3.716446e-005,-8.859744e+001
4.262500e+002,2.806949e-004,-7.103531e+001
4.275000e+002,7.135400e-006,-1.029316e+002
4.287500e+002,3.393122e-004,-6.938801e+001
4.300000e+002,1.257100e-004,-7.801260e+001
4.312500e+002,1.249522e-004,-7.806512e+001
4.325000e+002,1.166887e-005,-9.865942e+001
4.337500e+002,4.131603e-006,-1.076776e+002
4.350000e+002,5.898332e-006,-1.045854e+002
4.362500e+002,6.848472e-006,-1.032881e+002
4.375000e+002,6.401975e-006,-1.038737e+002
4.387500e+002,6.331713e-006,-1.039696e+002
4.400000e+002,1.827599e-005,-9.476238e+001
4.412500e+002,6.444928e-007,-1.238156e+002
4.425000e+002,1.321828e-005,-9.757650e+001
4.437500e+002,1.347449e-005,-9.740976e+001
4.450000e+002,1.353885e-006,-1.173684e+002
4.462500e+002,3.318249e-006,-1.095818e+002
4.475000e+002,1.000500e-005,-9.999566e+001
4.487500e+002,5.307769e-006,-1.055018e+002
4.500000e+002,2.378045e-006,-1.124756e+002
4.512500e+002,1.978749e-006,-1.140722e+002
4.525000e+002,3.269127e-007,-1.297114e+002
4.537500e+002,5.807515e-007,-1.247202e+002
4.550000e+002,6.120835e-008,-1.442638e+002
4.562500e+002,5.509806e-007,-1.251773e+002
4.575000e+002,6.797086e-006,-1.033535e+002
4.587500e+002,8.414375e-006,-1.014996e+002
4.600000e+002,1.436331e-006,-1.168549e+002
4.612500e+002,1.278806e-006,-1.178639e+002
4.625000e+002,1.042540e-006,-1.196381e+002
4.637500e+002,9.109558e-007,-1.208101e+002
4.650000e+002,3.361307e-006,-1.094698e+002
4.662500e+002,2.061366e-006,-1.137169e+002
4.675000e+002,2.688258e-005,-9.141058e+001
4.687500e+002,1.604063e-005,-9.589557e+001
4.700000e+002,1.086033e-005,-9.928314e+001
4.712500e+002,1.892411e-005,-9.445969e+001
4.725000e+002,6.159258e-005,-8.420943e+001
4.737500e+002,5.457385e-004,-6.526031e+001
4.750000e+002,1.387664e-003,-5.715431e+001
4.762500e+002,4.637109e-004,-6.667505e+001
4.775000e+002,2.138633e-004,-7.339727e+001
4.787500e+002,6.649296e-005,-8.354449e+001
4.800000e+002,3.491925e-005,-8.913870e+001
4.812500e+002,3.028183e-005,-9.037636e+001
4.825000e+002,4.790019e-005,-8.639326e+001
4.837500e+002,2.639871e-005,-9.156835e+001
4.850000e+002,3.280048e-006,-1.096824e+002
4.862500e+002,4.903522e-007,-1.261898e+002
4.875000e+002,4.876986e-006,-1.062370e+002
4.887500e+002,8.624052e-007,-1.212858e+002
4.900000e+002,5.424242e-007,-1.253132e+002
4.912500e+002,5.103531e-006,-1.058426e+002
